batch_size,data_root,device,epoch,epochs,gamma_activation,git_sha,lambda_weight,lr,pruning/imp_round,pruning/mask_sparsity,pruning/prune_fraction_per_step,run_id,sparsity/mask_zero_fraction,structured/conv_width,structured/initial_width,structured/lr_scheduler,structured/weight_l1_aggregation,structured_parent,structured_round,train/acc,train/loss,train/loss_activation_l1,train/loss_task,train/loss_weight_l1,train/weight_sparsity_ratio,val/acc,val/loss,val/loss_activation_l1,val/loss_task,val/loss_weight_l1,val/weight_sparsity_ratio
128,./data,mps,1,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.3285516295582056,1.8382640389556235,0.07154008288952438,1.8382633236998862,213425.74143288351,0.0023954410571604967,0.37109375,1.772112461924553,0.06380928009748459,1.7721118539571763,213423.546875,0.0023954410571604967
128,./data,mps,2,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.35816909330473706,1.7586462338539688,0.06813835255293683,1.758645524694161,213423.0584605824,0.0023954410571604967,0.37734375,1.704421603679657,0.06079434342682362,1.7044210076332091,213421.453125,0.0023954410571604967
128,./data,mps,3,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.3727065577933734,1.7148512188683858,0.06485881251071325,1.7148505801504308,213418.4638671875,0.0023490984458476305,0.4005859375,1.6507523477077484,0.05829289173707366,1.6507517516613006,213416.953125,0.0023490984458476305
128,./data,mps,4,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.3867360124872489,1.6768551079387015,0.0630507602949034,1.6768545057963242,213414.55681818182,0.002350696362555027,0.4150390625,1.6054939180612564,0.05623526088893414,1.6054933220148087,213412.546875,0.002350696362555027
128,./data,mps,5,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.39714528095315804,1.6410187858749519,0.061300400401126935,1.6410181898285041,213411.2547940341,0.0023299220483750105,0.4333984375,1.5755755990743636,0.05481264563277364,1.575575026869774,213409.546875,0.0023299220483750105
128,./data,mps,6,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.4142178622159091,1.605617460202087,0.059356241349384865,1.6056168641556392,213406.08726917615,0.0023538924288004637,0.448828125,1.5439347833395005,0.05320884957909584,1.5439342647790908,213403.609375,0.0023538924288004637
128,./data,mps,7,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.42095269093459303,1.5866628895429047,0.05827455287164247,1.586662293496457,213399.14390980115,0.002285177353769541,0.451953125,1.521957775950432,0.05203508203849196,1.5219572901725769,213395.546875,0.002285177353769541
128,./data,mps,8,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.43141621291976084,1.560254460031336,0.057410009671002626,1.5602538639848882,213391.64608487216,0.0022835794370621443,0.46015625,1.5087105959653855,0.051821126509457825,1.5087101131677627,213388.90625,0.0022835794370621443
128,./data,mps,9,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.4375912444666028,1.541509206999432,0.0570638181049038,1.5415086109529843,213387.9325727983,0.0023059516679495573,0.468359375,1.4999115854501723,0.05119082126766443,1.4999111086130141,213386.3125,0.0023059516679495573
128,./data,mps,10,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.44184520993043075,1.5311185754835606,0.05638452394950119,1.5311179801144383,213383.658203125,0.0023155398666858673,0.460546875,1.50923652946949,0.050650380179286005,1.5092360526323318,213381.109375,0.0023155398666858673
128,./data,mps,11,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.4480572325092825,1.5218905254521153,0.055984955143437466,1.5218899307603186,213379.6376065341,0.002352294512093067,0.473046875,1.4813101977109908,0.05051904479041695,1.4813097208738326,213377.765625,0.002352294512093067
128,./data,mps,12,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.4536108151078224,1.506301779638637,0.05587277996396138,1.5063011846081777,213376.57936789774,0.00241941143758595,0.4794921875,1.480783161520958,0.05021907612681389,1.4807826846837997,213375.421875,0.00241941143758595
128,./data,mps,13,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.4578943734311245,1.4998511583967642,0.05561814520677382,1.4998505637049675,213374.93230646307,0.0024098234716802835,0.4783203125,1.4681270748376847,0.050016578286886215,1.4681265980005265,213374.484375,0.0024098234716802835
128,./data,mps,14,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.4594948508522727,1.4949847263368694,0.05553587056188421,1.4949841333383864,213374.2196821733,0.00240343133918941,0.4796875,1.4728181332349777,0.050009376276284455,1.4728176563978195,213373.875,0.00240343133918941
128,./data,mps,15,15,1e-05,d1356f2,0.0,0.0002,1.0,0.09375,0.1,round_01,0.09375,58.0,64.0,cosine,sum,baseline,1,0.4562766335227273,1.4961615106598898,0.05551326134115119,1.4961609190160579,213373.80109197443,0.0023954410571604967,0.4794921875,1.4673833519220352,0.049999783746898174,1.467382875084877,213373.71875,0.0023954410571604967
