batch_size,data_root,device,epoch,epochs,gamma_activation,git_sha,lambda_weight,lr,pruning/imp_round,pruning/mask_sparsity,pruning/prune_fraction_per_step,run_id,sparsity/mask_zero_fraction,structured/conv_width,structured/early_stop_patience,structured/early_stop_val_loss_min_delta,structured/early_stop_val_loss_relative,structured/initial_width,structured/lr_scheduler,structured/weight_l1_aggregation,structured_parent,structured_round,train/acc,train/loss,train/loss_activation_l1,train/loss_task,train/loss_weight_l1,train/weight_sparsity_ratio,val/acc,val/loss,val/loss_activation_l1,val/loss_task,val/loss_weight_l1,val/weight_sparsity_ratio
128,./data,mps,1,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.15769018309021537,4.2487686547366055,0.11279457265680487,3.0772733735767277,117149.4208540483,0.007277141325175762,0.2255859375,3.3379904687404633,0.0966769753023982,2.1738902270793914,116409.9375,0.007277141325175762
128,./data,mps,2,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.24842664929614824,3.173976680771871,0.09594024406661364,2.0197735283185136,115420.22236772017,0.017328359186649323,0.29296875,3.1132241010665895,0.08757176846265793,1.9699854731559754,114323.7734375,0.017328359186649323
128,./data,mps,3,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.3046628393402154,3.006486877121709,0.08684019369750538,1.8753513080829924,113113.46855024858,0.027347011491656303,0.3439453125,2.911064177751541,0.07876207008957863,1.7927889972925186,111827.4453125,0.027347011491656303
128,./data,mps,4,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.3385342684659091,2.8947296657345514,0.07990093213844705,1.7894734266129406,110525.5517578125,0.03383071348071098,0.3677734375,2.8279193341732025,0.07388514187186956,1.736234125494957,109168.4453125,0.03383071348071098
128,./data,mps,5,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.36119002527133987,2.8075818453322756,0.07569066648879512,1.7293674478476697,107821.37047230113,0.04880540072917938,0.39140625,2.7557470738887786,0.07091893255710602,1.691589707136154,106415.6640625,0.04880540072917938
128,./data,mps,6,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.3815326112407175,2.72954254665158,0.07117494764018127,1.6789160143922677,105062.58418412642,0.05699440464377403,0.4064453125,2.709112215042114,0.06612835610285402,1.6726093858480453,103650.21875,0.05699440464377403
128,./data,mps,7,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.3942032630809329,2.6717693026770246,0.0692103210286322,1.6483412151309578,102342.73999023438,0.06866210699081421,0.416796875,2.658815973997116,0.06502060648053884,1.6490872263908387,100972.8125,0.06866210699081421
128,./data,mps,8,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.4092586016790433,2.613932041959329,0.0673512987242165,1.6164206036112525,99751.07432972301,0.07380169630050659,0.4439453125,2.5383081674575805,0.06341220922768116,1.553373110294342,98493.4375,0.07380169630050659
128,./data,mps,9,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.42094282670454547,2.5549963678825987,0.06661648215429689,1.580847286365249,97414.8389337713,0.0841548964381218,0.441796875,2.5522254586219786,0.06227998957037926,1.588990831375122,96323.390625,0.0841548964381218
128,./data,mps,10,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.4341486150568182,2.502259326929396,0.06482312081127682,1.5479622906581922,95429.63414417613,0.09298635274171829,0.45234375,2.4599967539310454,0.06198230497539044,1.5149511963129043,94504.4921875,0.09298635274171829
128,./data,mps,11,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.4457046046683734,2.4627621004527267,0.06427849759347737,1.5249252918769012,93783.61179421165,0.1017112210392952,0.4515625,2.4433491349220278,0.06028516506776214,1.5129978507757187,93035.0703125,0.1017112210392952
128,./data,mps,12,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.45153192075138743,2.4302252503958615,0.06316076371480119,1.5052070417864756,92501.75213068182,0.11076768487691879,0.4681640625,2.4113111674785612,0.05880072768777609,1.491857585310936,91945.3046875,0.11076768487691879
128,./data,mps,13,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.4579486268657175,2.4047355109995063,0.06268010010138493,1.4887584271756085,91597.6396706321,0.11887971311807632,0.4671875,2.389086973667145,0.057522179745137694,1.476739865541458,91234.6640625,0.11887971311807632
128,./data,mps,14,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.4602642637592825,2.3898852494629947,0.06193892405876382,1.4793173636902461,91056.72128018466,0.12353968620300293,0.4748046875,2.3830317556858063,0.057478295732289554,1.4743203788995742,90871.0859375,0.12353968620300293
128,./data,mps,15,15,1e-05,d1356f2,1e-05,0.001,0.0,0.0,0.1,round_00,0.0,32.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,0,0.4627352627840909,2.3802441961385985,0.06188517408868806,1.472047551789067,90819.59725674716,0.1247357651591301,0.469921875,2.3932366609573363,0.05739876618608832,1.4855775892734528,90765.859375,0.1247357651591301
