batch_size,data_root,device,epoch,epochs,gamma_activation,git_sha,imp/exclude_conv1,imp/exclude_fc,imp/lr_scheduler,imp/rewind_epoch_k,imp/rewind_mode,imp/weight_l1_aggregation,imp_parent,imp_round,lambda_weight,lr,pruning/imp_round,pruning/mask_sparsity,pruning/prune_fraction_per_step,run_id,sparsity/mask_zero_fraction,train/acc,train/loss,train/loss_activation_l1,train/loss_task,train/loss_weight_l1,train/weight_sparsity_ratio,val/acc,val/loss,val/loss_activation_l1,val/loss_task,val/loss_weight_l1,val/weight_sparsity_ratio
128,./data,mps,1,8,1e-05,ec7f9bd,False,False,cosine,4,late_k,sum,large-checkpoint,3,1e-05,0.001,3.0,0.2709998753174389,0.1,round_03,0.2709998753174389,0.7013592960482294,2.0932021886110306,1.7642233348028227,0.8819419570605863,121124.26245117188,0.43310269713401794,0.5568359375,2.7652719497680662,1.7919020622968673,1.6694926157593728,109576.140625,0.43310269713401794
128,./data,mps,2,8,1e-05,ec7f9bd,False,False,cosine,4,late_k,sum,large-checkpoint,3,1e-05,0.001,3.0,0.2709998753174389,0.1,round_03,0.2709998753174389,0.7561627011746168,1.734534664587541,1.7276220893995329,0.714451958171346,102006.54616477272,0.49589401483535767,0.684765625,2.026961091160774,1.733678087592125,1.0613642945885657,96557.9453125,0.49589401483535767
128,./data,mps,3,8,1e-05,ec7f9bd,False,False,cosine,4,late_k,sum,large-checkpoint,3,1e-05,0.001,3.0,0.2709998753174389,0.1,round_03,0.2709998753174389,0.7905594025823203,1.5288692086257718,1.6849318617446856,0.6107442150400444,91810.81616210938,0.5098323225975037,0.650390625,2.2876679331064222,1.6721507132053375,1.4005395993590355,88711.1640625,0.5098323225975037
128,./data,mps,4,8,1e-05,ec7f9bd,False,False,cosine,4,late_k,sum,large-checkpoint,3,1e-05,0.001,3.0,0.2709998753174389,0.1,round_03,0.2709998753174389,0.8203125,1.3703347742557526,1.647219076414,0.5301269016821276,84019.14235617897,0.5537762641906738,0.7234375,1.7913197696208953,1.7208024233579635,0.9720092430710793,81929.3359375,0.5537762641906738
128,./data,mps,5,8,1e-05,ec7f9bd,False,False,cosine,4,late_k,sum,large-checkpoint,3,1e-05,0.001,3.0,0.2709998753174389,0.1,round_03,0.2709998753174389,0.84912109375,1.2226036892018535,1.6171713589944623,0.44296763007613743,77961.99094460228,0.6065478920936584,0.793359375,1.4496953070163727,1.642615768313408,0.6946212502196432,75505.765625,0.6065478920936584
128,./data,mps,6,8,1e-05,ec7f9bd,False,False,cosine,4,late_k,sum,large-checkpoint,3,1e-05,0.001,3.0,0.2709998753174389,0.1,round_03,0.2709998753174389,0.8751874210482294,1.08972607773136,1.5954815548929302,0.36703966320915654,72267.04678622159,0.6437116265296936,0.8072265625,1.2931894779205322,1.6387091636657716,0.584956606477499,70821.6484375,0.6437116265296936
128,./data,mps,7,8,1e-05,ec7f9bd,False,False,cosine,4,late_k,sum,large-checkpoint,3,1e-05,0.001,3.0,0.2709998753174389,0.1,round_03,0.2709998753174389,0.9006569602272727,0.9671828677369789,1.5840772099115632,0.28780856885185296,67935.8477006392,0.7185350060462952,0.8689453125,1.0749654740095138,1.6335602939128875,0.4101129673421383,66483.6171875,0.7185350060462952
128,./data,mps,8,8,1e-05,ec7f9bd,False,False,cosine,4,late_k,sum,large-checkpoint,3,1e-05,0.001,3.0,0.2709998753174389,0.1,round_03,0.2709998753174389,0.9203411063010042,0.8889226513830099,1.577808515253392,0.2363523401489312,65255.45466752486,0.7533599734306335,0.8900390625,0.9827701032161713,1.6308281600475312,0.3365677990019321,64618.6015625,0.7533599734306335
