batch_size,data_root,device,epoch,epochs,gamma_activation,git_sha,lambda_weight,lr,pruning/imp_round,pruning/mask_sparsity,pruning/prune_fraction_per_step,run_id,sparsity/mask_zero_fraction,structured/conv_width,structured/initial_width,structured/lr_scheduler,structured/weight_l1_aggregation,structured_parent,structured_round,train/acc,train/loss,train/loss_activation_l1,train/loss_task,train/loss_weight_l1,train/weight_sparsity_ratio,val/acc,val/loss,val/loss_activation_l1,val/loss_task,val/loss_weight_l1,val/weight_sparsity_ratio
128,./data,mps,1,10,1e-05,99ac351,1e-05,0.001,0.0,0.0,0.2,round_00,0.0,32.0,32.0,none,sum,demo,0,0.16613153012638743,4.103428004140204,0.11867423304779963,2.942028484561227,116139.8319646662,0.01728099025785923,0.234375,3.23484953045845,0.09189009331166745,2.0916554123163222,114319.3203125,0.01728099025785923
128,./data,mps,2,10,1e-05,99ac351,1e-05,0.001,0.0,0.0,0.2,round_00,0.0,32.0,32.0,none,sum,demo,0,0.24888533777133984,3.152499620210041,0.10698334804990074,2.029619075696577,112287.95092773438,0.03497942537069321,0.306640625,3.0136372089385985,0.08603110443800688,1.9112576782703399,110237.8671875,0.03497942537069321
128,./data,mps,3,10,1e-05,99ac351,1e-05,0.001,0.0,0.0,0.2,round_00,0.0,32.0,32.0,none,sum,demo,0,0.2938762626356699,3.000483853573149,0.10085341059179469,1.918476994403384,108200.59350585938,0.04961364343762398,0.3423828125,2.8923509180545808,0.07980998624116183,1.8304177522659302,106193.2421875,0.04961364343762398
128,./data,mps,4,10,1e-05,99ac351,1e-05,0.001,0.0,0.0,0.2,round_00,0.0,32.0,32.0,none,sum,demo,0,0.3349313447251916,2.855074488303878,0.0924691818442873,1.81210053271868,104297.30282315341,0.06843118369579315,0.3712890625,2.741822987794876,0.07343326322734356,1.7175638884305955,102425.8359375,0.06843118369579315
128,./data,mps,5,10,1e-05,99ac351,1e-05,0.001,0.0,0.0,0.2,round_00,0.0,32.0,32.0,none,sum,demo,0,0.3794907078316266,2.711179681122303,0.0854293760547245,1.7058576243844898,100532.11758700284,0.08863427489995956,0.4140625,2.592867285013199,0.06741924043744803,1.6069728165864945,98589.3828125,0.08863427489995956
128,./data,mps,6,10,1e-05,99ac351,1e-05,0.001,0.0,0.0,0.2,round_00,0.0,32.0,32.0,none,sum,demo,0,0.4023412839424881,2.604221821508624,0.080474584617398,1.6385841251096942,96563.69930752841,0.10832519084215164,0.4404296875,2.505603849887848,0.06481799101457,1.5606343239545821,94496.8828125,0.10832519084215164
128,./data,mps,7,10,1e-05,99ac351,1e-05,0.001,0.0,0.0,0.2,round_00,0.0,32.0,32.0,none,sum,demo,0,0.42371961804614827,2.5113814933733507,0.07908378245139663,1.5879034389826385,92347.73621715199,0.13227640092372894,0.45390625,2.436006474494934,0.06434336742386222,1.5345839709043503,90142.1796875,0.13227640092372894
128,./data,mps,8,10,1e-05,99ac351,1e-05,0.001,0.0,0.0,0.2,round_00,0.0,32.0,32.0,none,sum,demo,0,0.4311548098075119,2.4403543465516786,0.07751178089529276,1.561912802471356,87844.0850275213,0.16133759915828705,0.4623046875,2.3839135348796843,0.06138745341449976,1.5289295673370362,85498.328125,0.16133759915828705
128,./data,mps,9,10,1e-05,99ac351,1e-05,0.001,0.0,0.0,0.2,round_00,0.0,32.0,32.0,none,sum,demo,0,0.4456750118088993,2.3539338315075096,0.07587135799059813,1.5232123441316865,83072.0790571733,0.1905379444360733,0.4765625,2.2797551810741425,0.06303287548944354,1.473646530508995,80610.796875,0.1905379444360733
128,./data,mps,10,10,1e-05,99ac351,1e-05,0.001,0.0,0.0,0.2,round_00,0.0,32.0,32.0,none,sum,demo,0,0.4545651830902154,2.284693876450712,0.07668445168317041,1.5036837881938978,78100.93903142755,0.22222518920898438,0.49140625,2.167198744416237,0.06256433017551899,1.41165032684803,75554.7734375,0.22222518920898438
