batch_size,data_root,device,epoch,epochs,gamma_activation,git_sha,lambda_weight,lr,pruning/imp_round,pruning/mask_sparsity,pruning/prune_fraction_per_step,run_id,sparsity/mask_zero_fraction,structured/conv_width,structured/early_stop_patience,structured/early_stop_val_loss_min_delta,structured/early_stop_val_loss_relative,structured/initial_width,structured/lr_scheduler,structured/weight_l1_aggregation,structured_parent,structured_round,train/acc,train/loss,train/loss_activation_l1,train/loss_task,train/loss_weight_l1,train/weight_sparsity_ratio,val/acc,val/loss,val/loss_activation_l1,val/loss_task,val/loss_weight_l1,val/weight_sparsity_ratio
128,./data,mps,1,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.6367384784600951,1.230582315136086,0.08406916419467465,1.054665370759639,17591.611405806107,0.050367508083581924,0.6607421875,1.179090566933155,0.0781691025942564,1.0027236625552178,17636.61328125,0.050367508083581924
128,./data,mps,2,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.6393229167231105,1.2156130149960518,0.0849386177406731,1.039446939121593,17616.5239091353,0.05040394142270088,0.676171875,1.1265437677502632,0.07610008381307125,0.9507175534963608,17582.544921875,0.05040394142270088
128,./data,mps,3,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.6431280579417944,1.2053017321635375,0.08596793824637478,1.0299681193110617,17533.27782093395,0.04787645861506462,0.6744140625,1.1431581526994705,0.0776441428810358,0.9683394603431225,17481.7890625,0.04787645861506462
128,./data,mps,4,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.6498924795199524,1.192719971591776,0.08703201075761834,1.0185175912285394,17420.15352561257,0.047999415546655655,0.684765625,1.111954315006733,0.07782537471503019,0.9383943483233452,17355.91796875,0.047999415546655655
128,./data,mps,5,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.6529183435169134,1.1753045049580662,0.08820822210559114,1.0024611900814555,17284.24493408203,0.04786735028028488,0.68359375,1.1107550010085105,0.07999881040304899,0.9386745050549508,17207.96875,0.04786735028028488
128,./data,mps,6,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.654368390921842,1.1691788734698838,0.08909364182248035,0.9977233630012382,17145.462663130325,0.046906452625989914,0.6630859375,1.181057269871235,0.08013064358383418,1.010239189863205,17081.7265625,0.046906452625989914
128,./data,mps,7,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.658762922171842,1.1560885125601834,0.08951890373348513,0.9860839042812586,17000.371337890625,0.04939750209450722,0.6876953125,1.1006538152694703,0.07958435881882905,0.931415145099163,16923.787109375,0.04939750209450722
128,./data,mps,8,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.6651919585737315,1.140414523807439,0.09046317514201457,0.9719319946386598,16848.161199396305,0.051073383539915085,0.6794921875,1.1160752594470977,0.08151452504098415,0.9482713654637337,16780.310546875,0.051073383539915085
128,./data,mps,9,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.6686863755299286,1.129214349118146,0.09143730936656622,0.9621768646280874,16703.655545321377,0.053628191351890564,0.690625,1.0862202197313309,0.08139675781130791,0.9198933556675911,16632.6015625,0.053628191351890564
128,./data,mps,10,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.6703485045582056,1.1193743781609968,0.09211933485824954,0.9536656799980185,16570.775928844105,0.06021786481142044,0.6978515625,1.058595098555088,0.08159164246171713,0.8935638010501862,16503.046875,0.06021786481142044
128,./data,mps,11,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.6782423847100951,1.1056709022007205,0.09248877052133056,0.9411246674981985,16454.529524369675,0.06759993731975555,0.69296875,1.0723505526781083,0.08272219095379114,0.908314099162817,16403.5625,0.06759993731975555
128,./data,mps,12,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.680681324987249,1.0918565285815434,0.0932332699991424,0.9282088769091801,16364.67065152255,0.07530079036951065,0.6927734375,1.0617305099964143,0.08303361162543296,0.898488961160183,16324.07421875,0.07530079036951065
128,./data,mps,13,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.6819784761491147,1.0898891446942633,0.09345434106547724,0.9269099266014316,16297.827259410511,0.08747825771570206,0.69765625,1.0532398149371147,0.08305384702980519,0.8905251249670982,16271.3837890625,0.08747825771570206
128,./data,mps,14,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.6845505840399049,1.0812049006873912,0.09349512167020955,0.9186328734186563,16257.10799338601,0.09745611995458603,0.697265625,1.0529924988746644,0.0832154605537653,0.8905524492263794,16243.9208984375,0.09745611995458603
128,./data,mps,15,15,1e-05,d1356f2,1e-05,0.001,5.0,0.34375,0.1,round_05,0.34375,21.0,2.0,0.0,0.05,32.0,cosine,sum,structured-pruning,5,0.686082011596723,1.077358554032716,0.09380739355798472,0.9149600206450983,16239.758486661043,0.10015210509300232,0.6966796875,1.0568516194820403,0.08326925951987504,0.894490709900856,16236.0078125,0.10015210509300232
