batch_size,data_root,device,epoch,epochs,gamma_activation,git_sha,imp_parent,imp_round,lambda_weight,lr,pruning/imp_round,pruning/mask_sparsity,pruning/prune_fraction_per_step,run_id,train/acc,train/loss,train/loss_activation_l1,train/loss_task,train/loss_weight_l1,train/weight_sparsity_ratio,val/acc,val/loss,val/loss_activation_l1,val/loss_task,val/loss_weight_l1,val/weight_sparsity_ratio
128,./data,mps,1,5,1e-05,4fc4329,5-round,1,1e-05,0.001,1.0,0.019999942648382972,0.02,round_01,0.41946318660947407,4.099017521197146,1.7666709673675625,1.867148683829741,223185.11882990057,0.10467925667762756,0.5240234375,3.524499940872192,1.813416415452957,1.3905771166086196,213390.484375,0.10467925667762756
128,./data,mps,2,5,1e-05,4fc4329,5-round,1,1e-05,0.001,1.0,0.019999942648382972,0.02,round_01,0.5865860755809329,3.1565535644238647,1.787936288186095,1.1575972339646383,199893.85027521307,0.19517159461975098,0.6458984375,2.8681478798389435,1.8394843608140945,1.0118095681071282,185632.0,0.19517159461975098
128,./data,mps,3,5,1e-05,4fc4329,5-round,1,1e-05,0.001,1.0,0.019999942648382972,0.02,round_01,0.6691475300626322,2.6576214812018653,1.7809056775136427,0.9439342563802545,171366.94105113635,0.29154127836227417,0.6849609375,2.5256534695625303,1.844283789396286,0.952127818763256,157350.71875,0.29154127836227417
128,./data,mps,4,5,1e-05,4fc4329,5-round,1,1e-05,0.001,1.0,0.019999942648382972,0.02,round_01,0.7230705491859805,2.250136358832771,1.76949855922298,0.8026252312755043,144749.34845525568,0.36910176277160645,0.7263671875,2.1826848804950716,1.7831187576055527,0.8498019255697727,133286.515625,0.36910176277160645
128,./data,mps,5,5,1e-05,4fc4329,5-round,1,1e-05,0.001,1.0,0.019999942648382972,0.02,round_01,0.7512157710099762,1.9601674652235075,1.742260325361382,0.7214949313043193,123865.51520330255,0.4252971410751343,0.712109375,2.1614462047815324,1.7903271824121476,1.0074683092534542,115396.0,0.4252971410751343
